"yyyy" "mm" "dd" "Duparquet" "Canpiapiscau" "Fermont" "Goose_Bay"
"12358" 1984 11 9 -11.47 -19.83 -15.65 -16.44
"12359" 1984 11 10 -11.59 -19.81 -15.73 -16.46
"12360" 1984 11 11 -12.39 -19.64 -15.77 -16.57
"12361" 1984 11 12 -12.48 -19.57 -15.82 -16.61
"12362" 1984 11 13 -12.49 -19.53 -16.92 -16.14
"12363" 1984 11 14 -12.5 -19.47 -17.13 -16.14
"12364" 1984 11 15 -12.63 -19.43 -17.17 -18.22
"12365" 1984 11 16 -13.14 -19.41 -17.18 -18.56
"12366" 1984 11 17 -14.15 -19.36 -17.17 -18.52
"12367" 1984 11 18 -14.31 -19.64 -17.21 -18.65
"12368" 1984 11 19 -14.39 -19.57 -17.46 -18.65
"12369" 1984 11 20 -14.41 -19.48 -17.51 -18.77
"12370" 1984 11 21 -14.37 -19.41 -17.79 -18.67
"12371" 1984 11 22 -14.39 -19.23 -17.92 -18.48
"12372" 1984 11 23 -14.62 -19.4 -18.39 -18.44
"12373" 1984 11 24 -14.69 -19.65 -18.65 -18.53
"12374" 1984 11 25 -14.69 -19.66 -18.64 -18.43
"12375" 1984 11 26 -14.65 -19.74 -18.64 -18.4
"12376" 1984 11 27 -14.42 -19.68 -18.55 -18.4
"12377" 1984 11 28 -13.93 -19.51 -18.13 -18.39
"12378" 1984 11 29 -13.72 -18.65 -17.46 -18.28
"12379" 1984 11 30 -13.74 -18.46 -17.26 -18.14
"12380" 1984 12 1 -19.42 -25.02 -23.47 -18.61
"12381" 1984 12 2 -21.37 -26.01 -25.5 -19.58
"12382" 1984 12 3 -21.29 -24.63 -24.73 -19.73
"12383" 1984 12 4 -20.69 -24.9 -25.09 -19.59
"12384" 1984 12 5 -20.8 -26.05 -25.16 -20.11
"12385" 1984 12 6 -20.92 -26.25 -25.27 -20.13
"12386" 1984 12 7 -21.15 -27.72 -25.82 -20.61
"12387" 1984 12 8 -22.87 -27.92 -25.86 -20.42
"12388" 1984 12 9 -23.07 -28.03 -25.92 -20.58
"12389" 1984 12 10 -22.8 -28.03 -26.21 -20.67
"12390" 1984 12 11 -22.54 -28.18 -26.87 -21.14
"12391" 1984 12 12 -22.55 -28.18 -26.83 -21.35
"12392" 1984 12 13 -22.71 -28 -26.56 -21.31
"12393" 1984 12 14 -22.74 -27.97 -26.53 -22.01
"12394" 1984 12 15 -22.8 -27.96 -26.55 -22.09
"12395" 1984 12 16 -21.82 -28.27 -26.54 -22.21
"12396" 1984 12 17 -18.78 -28.84 -24.53 -22.05
"12397" 1984 12 18 -18.76 -28.96 -24.1 -21.65
"12398" 1984 12 19 -18.86 -29.08 -24.23 -21.66
"12399" 1984 12 20 -18.97 -29.13 -24.29 -21.76
"12400" 1984 12 21 -19.03 -29.19 -24.4 -21.86
"12401" 1984 12 22 -20.17 -29.27 -24.51 -21.88
"12402" 1984 12 23 -20.7 -29.53 -24.89 -21.92
"12403" 1984 12 24 -20.7 -29.54 -24.96 -21.99
"12404" 1984 12 25 -20.71 -29.54 -24.96 -21.98
"12405" 1984 12 26 -20.71 -29.55 -24.99 -21.92
"12406" 1984 12 27 -20.72 -29.55 -25.03 -21.96
"12407" 1984 12 28 -20.71 -29.58 -25.07 -21.98
"12408" 1984 12 29 -20.93 -29.63 -25.11 -22.02
"12409" 1984 12 30 -21.05 -29.64 -25.13 -22.17
"12410" 1984 12 31 -21.06 -29.68 -25.18 -22.21
"12411" 1985 1 1 NA -32.12 -31.21 -32.78
"12412" 1985 1 2 -27.2 -31.92 -31.29 -30.16
"12413" 1985 1 3 -27.27 -37.75 -33.8 -29.07
"12414" 1985 1 4 -27.2 -37.16 -33.69 -28.2
"12415" 1985 1 5 -26.58 -36.8 -33.45 -28.23
"12416" 1985 1 6 -26.67 -37.3 -33.51 -27.97
"12417" 1985 1 7 -26.68 -35.79 -33.41 -26.08
"12418" 1985 1 8 -26.75 -31.4 -31.44 -25.3
"12419" 1985 1 9 -26.8 -24.86 -27.06 -24.99
"12420" 1985 1 10 -26.82 -23.31 -25.85 -24.27
"12421" 1985 1 11 -26.82 -23.26 -25.78 -24.12
"12422" 1985 1 12 -26.74 -23.34 -25.88 -24.11
"12423" 1985 1 13 -26.77 -23.44 -26.04 -23.99
"12424" 1985 1 14 -27.81 -23.48 -26.16 -23.37
"12425" 1985 1 15 -28.61 -23.94 -26.58 -23.34
"12426" 1985 1 16 -28.63 -24.28 -27.15 -23.12
"12427" 1985 1 17 -28.97 -25.36 -28.45 -22.25
"12428" 1985 1 18 -29.43 -25.68 -28.47 -22.05
"12429" 1985 1 19 -29.52 -25.6 -27.79 -21.92
"12430" 1985 1 20 -29.78 -25.43 -26.63 -21.86
"12431" 1985 1 21 -29.56 -25.33 -26.4 -21.86
"12432" 1985 1 22 -28.59 -25.13 -26.43 -21.83
"12433" 1985 1 23 -28.36 -24.9 -26.18 -21.91
"12434" 1985 1 24 -28.31 -24.66 -26.06 -22
"12435" 1985 1 25 -28.35 -24.33 -25.78 -21.96
"12436" 1985 1 26 -28.33 -24.12 -25.54 -21.94
"12437" 1985 1 27 -28.38 -23.99 -25.48 -21.96
"12438" 1985 1 28 -28.43 -23.96 -25.45 -21.98
"12439" 1985 1 29 -28.5 -23.96 -25.46 -21.95
"12440" 1985 1 30 -28.5 -23.97 -25.5 -21.76
"12441" 1985 1 31 -28.56 -23.97 -25.5 -21.56
"12442" 1985 2 1 -29.02 -25.4 -24.14 -15.42
"12443" 1985 2 2 -28.69 -32.1 -28.54 -18.23
"12444" 1985 2 3 -28.85 -31.89 -28.25 -18.55
"12445" 1985 2 4 -29.35 -32.94 -29.71 -18.79
"12446" 1985 2 5 -29.46 -34.14 -31.53 -19.4
"12447" 1985 2 6 -29.48 -33.84 -31.56 -20.44
"12448" 1985 2 7 -29.6 -30.17 -29.46 -20.23
"12449" 1985 2 8 -31.19 -27.04 -25.78 -17.72
"12450" 1985 2 9 -29.84 -25.56 -22.77 -15.73
"12451" 1985 2 10 -28.94 -24.99 -22.11 -16.04
"12452" 1985 2 11 -28.92 -24.93 -22.23 -15.69
"12453" 1985 2 12 -27.28 -24.89 -22.23 -15.54
"12454" 1985 2 13 -25.77 -25 -22.2 -15.5
"12455" 1985 2 14 -24.67 -24.61 -21.93 -15.53
"12456" 1985 2 15 -24.77 -24.01 -21.86 -15.71
"12457" 1985 2 16 -25.12 -24.36 -22.22 -15.83
"12458" 1985 2 17 -25.25 -24.51 -22.51 -16.2
"12459" 1985 2 18 -25.4 -24.6 -22.7 -16.26
"12460" 1985 2 19 -25.46 -24.77 -22.89 -16.29
"12461" 1985 2 20 -25.48 -24.84 -22.95 -16.33
"12462" 1985 2 21 -25.41 -24.85 -22.96 -16.35
"12463" 1985 2 22 -23.81 -25.18 -23.53 -16.43
"12464" 1985 2 23 -23.55 -25.44 -24.04 -16.83
"12465" 1985 2 24 -23.53 -25.46 -24.06 -16.87
"12466" 1985 2 25 -23.75 -25.46 -24.07 -16.87
"12467" 1985 2 26 -23.73 -25.55 -24.24 -16.88
"12468" 1985 2 27 -23.87 -25.69 -25.11 -17.35
"12469" 1985 2 28 -23.93 -25.71 -25.29 -18.37
"12470" 1985 3 1 -16.27 -33.99 -27.62 NA
"12471" 1985 3 2 -17.84 -32.4 -26.87 -22.22
"12472" 1985 3 3 -20.14 -32.2 -27.72 -22.3
"12473" 1985 3 4 -20.15 -33.99 -28.15 -22.35
"12474" 1985 3 5 -22.08 -33.93 -28.15 -22.47
"12475" 1985 3 6 -22.78 -33.91 -28.14 -22.46
"12476" 1985 3 7 -22.61 -33.8 -28.09 -22.44
"12477" 1985 3 8 -21.26 -30.66 -25.74 -22.44
"12478" 1985 3 9 -20.9 -29.96 -25.66 -22.31
"12479" 1985 3 10 -20.91 -29.96 -26.06 -22.37
"12480" 1985 3 11 -20.87 -29.66 -25.91 -22.37
"12481" 1985 3 12 -20.78 -29.1 -25.35 -22.3
"12482" 1985 3 13 -20.79 -28.51 -24.98 -22.12
"12483" 1985 3 14 -20.86 -27.47 -24.99 -21.84
"12484" 1985 3 15 -21.04 -26.36 -24.49 -20.76
"12485" 1985 3 16 -21.07 -25.27 -24.02 -20.49
"12486" 1985 3 17 -21.07 -25.25 -24.01 -20.39
"12487" 1985 3 18 -21.07 -25.25 -24 -20.4
"12488" 1985 3 19 -21.01 -25.22 -23.95 -20.39
"12489" 1985 3 20 -20.92 -25.04 -23.41 -20.39
"12490" 1985 3 21 -20.94 -25.15 -23.49 -20.32
"12491" 1985 3 22 -20.88 -25.14 -23.54 -19.83
"12492" 1985 3 23 -20.82 -25.15 -23.53 -19.47
"12493" 1985 3 24 -20.81 -25.19 -23.56 -19.14
"12494" 1985 3 25 -20.81 -25.21 -23.6 -18.94
"12495" 1985 3 26 -20.75 -25.06 -23.58 -18.85
"12496" 1985 3 27 -20.17 -24.84 -23.47 -18.79
"12497" 1985 3 28 -19.21 -24.78 -23.4 -19.01
"12498" 1985 3 29 -19.2 -24.6 -23.26 -18.9
"12499" 1985 3 30 -19.23 -24.57 -23.27 -18.71
"12500" 1985 3 31 -19.22 -24.59 -23.29 -18.5
"12501" 1985 4 1 -18.5 -28.01 NA -20.17
"12502" 1985 4 2 -19.58 -29.6 -28.69 -16.22
"12503" 1985 4 3 -19.71 -31.51 -26.61 -13.65
"12504" 1985 4 4 -19.71 -27.7 -25.04 -14.5
"12505" 1985 4 5 -19.71 -23.09 -23.85 -14.97
"12506" 1985 4 6 -17 -22.62 -21.45 -14.87
"12507" 1985 4 7 -16.5 -18.43 -14.64 -12.88
"12508" 1985 4 8 -16.72 -18.78 -17.02 -11.26
"12509" 1985 4 9 -16.83 -19.61 -17.61 -11.52
"12510" 1985 4 10 -16.86 -19.69 -17.74 -12.66
"12511" 1985 4 11 -16.86 -19.81 -17.95 -12.78
"12512" 1985 4 12 -16.87 -20.2 -18.29 -13.15
"12513" 1985 4 13 -16.87 -20.4 -18.41 -14.26
"12514" 1985 4 14 -16.72 -20.48 -18.44 -14.58
"12515" 1985 4 15 -15.92 -20.69 -18.27 -14.72
"12516" 1985 4 16 -15.52 -20.97 -18.25 -14.81
"12517" 1985 4 17 -15.72 -21.96 -19.28 -15.35
"12518" 1985 4 18 -15.71 -22.23 -19.56 -18.13
"12519" 1985 4 19 -15.61 -22.26 -19.59 -18.34
"12520" 1985 4 20 -15.6 -22.3 -19.66 -18.26
"12521" 1985 4 21 -15.49 -22.29 -19.66 -18.11
"12522" 1985 4 22 -15.4 -22.29 -19.66 -17.91
"12523" 1985 4 23 -15.25 -22.29 -19.66 -17.6
"12524" 1985 4 24 -14.97 -22.29 -19.65 -17.41
"12525" 1985 4 25 -14.77 -22.27 -19.65 -17.25
"12526" 1985 4 26 -14.62 -22.21 -19.64 -16.96
"12527" 1985 4 27 -14.77 -22.02 -19.6 -16.88
"12528" 1985 4 28 -15.11 -21.97 -19.59 -16.87
"12529" 1985 4 29 -15.19 -21.98 -19.59 -16.86
"12530" 1985 4 30 -15.18 -21.98 -19.59 -16.84
"12531" 1985 5 1 NA -19.6 -17.8 -19.64
"12532" 1985 5 2 -16.88 -19.09 -19.54 -23.26
"12533" 1985 5 3 -16.02 -20.24 -19.76 -21.81
"12534" 1985 5 4 -16.21 -20.73 -19.78 -22.59
"12535" 1985 5 5 -16.49 -20.86 -19.81 -25.15
"12536" 1985 5 6 -16.56 -21 -19.92 -23.9
"12537" 1985 5 7 -16.91 -21.31 -20.08 -23.94
"12538" 1985 5 8 -16.95 -21.61 -20.35 -23.79
"12539" 1985 5 9 -15.75 -21.72 -20.54 -23.48
"12540" 1985 5 10 -14.41 -25.19 -21.08 -23.23
"12541" 1985 5 11 -14.58 -25.12 -20.79 -22.13
"12542" 1985 5 12 -12.57 -24.72 -20.68 -21.72
"12543" 1985 5 13 -9.65 -24.7 -20.68 -21.54
"12544" 1985 5 14 -9.87 -24.58 -20.68 -21.51
"12545" 1985 5 15 -9.87 -24.5 -20.68 -21.37
"12546" 1985 5 16 -10.06 -24.32 -20.63 -21.03
"12547" 1985 5 17 -10.42 -23.97 -20.31 -20.93
"12548" 1985 5 18 -10.44 -23.4 -19.59 -19.93
"12549" 1985 5 19 -10.48 -22.1 -18.94 -18.1
"12550" 1985 5 20 -10.51 -20.59 -18.81 -17.48
"12551" 1985 5 21 -11.2 -20.3 -18.63 -17
"12552" 1985 5 22 -11.32 -19.93 -18.44 -16.78
"12553" 1985 5 23 -11.37 -20.2 -18.5 -16
"12554" 1985 5 24 -11.37 -20.31 -18.53 -15.6
"12555" 1985 5 25 -11.33 -20.29 -18.64 -15.61
"12556" 1985 5 26 -11.35 -20.4 -19.01 -15.48
"12557" 1985 5 27 -11.39 -20.48 -19.21 -15.4
"12558" 1985 5 28 -11.44 -20.67 -19.41 -15.43
"12559" 1985 5 29 -11.46 -20.79 -19.54 -15.8
"12560" 1985 5 30 -11.45 -20.82 -19.6 -16.17
"12561" 1985 5 31 -11.32 -20.82 -19.5 -16.19
"12562" 1985 6 1 -7.7 -17.07 -10.93 -14.89
"12563" 1985 6 2 -8.53 -12.36 -9.21 -7.55
"12564" 1985 6 3 -9.41 -12.16 -9.91 -6.88
"12565" 1985 6 4 -9.79 -12.8 -10.86 -7.84
"12566" 1985 6 5 -9.86 -13.49 -11.68 -7.91
"12567" 1985 6 6 -9.94 -13.5 -11.7 -8.08
"12568" 1985 6 7 -9.97 -13.53 -11.74 -8.53
"12569" 1985 6 8 -9.97 -13.53 -11.84 -10.29
"12570" 1985 6 9 -9.98 -13.53 -11.84 -10.36
"12571" 1985 6 10 -11.58 -13.55 -11.95 -10.44
"12572" 1985 6 11 -12.18 -13.59 -12.47 -12.33
"12573" 1985 6 12 -12.34 -13.59 -12.55 -13.67
"12574" 1985 6 13 -12.81 -13.59 -12.55 -13.81
"12575" 1985 6 14 -13.5 -13.64 -12.56 -13.86
"12576" 1985 6 15 -13.58 -13.81 -12.62 -14.13
"12577" 1985 6 16 -13.59 -14.1 -12.77 -14.35
"12578" 1985 6 17 -13.57 -14.23 -12.82 -14.37
"12579" 1985 6 18 -13.66 -14.26 -12.88 -14.38
"12580" 1985 6 19 -14.66 -14.38 -12.76 -14.38
"12581" 1985 6 20 -14.74 -14.8 -12.81 -14.43
"12582" 1985 6 21 -14.74 -14.96 -13.09 -14.42
"12583" 1985 6 22 -14.73 -15.05 -13.47 -14.42
"12584" 1985 6 23 -14.3 -15.06 -13.47 -14.42
"12585" 1985 6 24 -14.64 -14.93 -13.29 -14.41
"12586" 1985 6 25 -15.12 -14.43 -12.51 -14.4
"12587" 1985 6 26 -15.14 -13.93 -12.3 -14.39
"12588" 1985 6 27 -15.13 -13.86 -12.29 -14.38
"12589" 1985 6 28 -15.13 -13.84 -12.29 -14.36
"12590" 1985 6 29 -15.12 -13.84 -12.3 -14.36
"12591" 1985 6 30 -15.11 -14.02 -12.34 -14.38
"12592" 1985 7 1 -10.85 -20.96 -20.13 -18.91
"12593" 1985 7 2 -9.09 -19.5 -17.81 -19.05
"12594" 1985 7 3 -9.51 -12.3 -11.39 -18.22
"12595" 1985 7 4 -10.18 -12.55 -11.9 -12.84
"12596" 1985 7 5 -10.15 -12.65 -12.34 -12.59
"12597" 1985 7 6 -9.77 -13.06 -12.25 -12.61
"12598" 1985 7 7 -10.17 -13.12 -12.31 -12.48
"12599" 1985 7 8 -10.2 -13.14 -12.41 -12.45
"12600" 1985 7 9 -10.3 -13.19 -12.5 -12.47
"12601" 1985 7 10 -11.49 -13.24 -12.53 -12.46
"12602" 1985 7 11 -12 -13.7 -12.9 -12.43
"12603" 1985 7 12 -12.33 -14.19 -13.16 -11.88
"12604" 1985 7 13 -12.39 -14.66 -13.72 -11.89
"12605" 1985 7 14 -12.27 -15.39 -14.04 -11.93
"12606" 1985 7 15 -12.22 -15.5 -14.27 -12.07
"12607" 1985 7 16 -12.45 -15.58 -14.31 -12.14
"12608" 1985 7 17 -12.53 -15.64 -14.36 -11.9
"12609" 1985 7 18 -12.53 -15.78 -14.45 -11.91
"12610" 1985 7 19 -12.32 -15.75 -14.41 -11.93
"12611" 1985 7 20 -11.99 -15.89 -14.47 -12.03
"12612" 1985 7 21 -11.98 -16.13 -14.7 -12.1
"12613" 1985 7 22 -12.87 -16.28 -14.96 -12.15
"12614" 1985 7 23 -13.93 -16.64 -15.63 -11.97
"12615" 1985 7 24 -13.93 -16.77 -15.78 -11.89
"12616" 1985 7 25 -13.71 -16.73 -15.68 -11.99
"12617" 1985 7 26 -13.18 -16.59 -15.52 -11.93
"12618" 1985 7 27 -13.2 -16.61 -15.53 -12.05
"12619" 1985 7 28 -13.23 -16.85 -15.67 -12.37
"12620" 1985 7 29 -13.22 -16.97 -15.76 -12.45
"12621" 1985 7 30 -13.24 -17.09 -15.8 -12.48
"12622" 1985 7 31 -13.27 -17.11 -15.86 -12.55
"12623" 1985 8 1 -16.12 -19.51 NA -17.82
"12624" 1985 8 2 -16.69 -19.56 -18.07 -18.67
"12625" 1985 8 3 -15.72 -17.57 -17.52 -18.94
"12626" 1985 8 4 -14.12 -14.53 -14.79 -17.34
"12627" 1985 8 5 -11.06 -14.72 -14.59 -15.65
"12628" 1985 8 6 -9.75 -14.87 -13.85 -15.66
"12629" 1985 8 7 -7.92 -14.61 -13.08 -15.56
"12630" 1985 8 8 -10.83 -12.94 -11.57 -14.68
"12631" 1985 8 9 -11.17 -13.32 -12.02 -14.37
"12632" 1985 8 10 -11.15 -13.37 -12.13 -13.72
"12633" 1985 8 11 -10.55 -13.31 -12.13 -13.45
"12634" 1985 8 12 -10.58 -13.43 -12.25 -13.12
"12635" 1985 8 13 -10.83 -13.62 -12.56 -13.22
"12636" 1985 8 14 -10.79 -13.63 -12.66 -13.47
"12637" 1985 8 15 -10.81 -13.65 -12.79 -13.64
"12638" 1985 8 16 -11.35 -13.86 -12.98 -13.69
"12639" 1985 8 17 -11.93 -14.6 -14.18 -13.63
"12640" 1985 8 18 -11.92 -15.44 -14.54 -13.58
"12641" 1985 8 19 -11.38 -15.58 -14.63 -13.58
"12642" 1985 8 20 -12.17 -15.13 -13.93 -13.58
"12643" 1985 8 21 -12.26 -14.92 -14.03 -13.4
"12644" 1985 8 22 -12.28 -15.07 -14.67 -13.23
"12645" 1985 8 23 -12.34 -15.1 -15.49 -13.2
"12646" 1985 8 24 -12.37 -15.11 -15.75 -13.17
"12647" 1985 8 25 -12.38 -15.12 -15.9 -13.14
"12648" 1985 8 26 -12.37 -15.15 -15.91 -13.16
"12649" 1985 8 27 -12.23 -15.17 -15.91 -13.19
"12650" 1985 8 28 -12.2 -15.13 -15.78 -13.19
"12651" 1985 8 29 -12.21 -15.11 -15.76 -13.05
"12652" 1985 8 30 -12.22 -15.13 -15.77 -13.12
"12653" 1985 8 31 -12.22 -15.14 -15.77 -13.25
"12654" 1985 9 1 -11.5 -14.98 -15.08 -14.09
"12655" 1985 9 2 -9.45 -13.94 -11.72 -13.85
"12656" 1985 9 3 -10.43 -15.06 -12.23 -10.34
"12657" 1985 9 4 -8.95 -15.07 -12.27 -12.89
"12658" 1985 9 5 -8.81 -15.12 -12.4 -13.03
"12659" 1985 9 6 -8.8 -15.29 -12.45 -12.99
"12660" 1985 9 7 -8.78 -15.16 -12.29 -12.69
"12661" 1985 9 8 -8.78 -16.35 -13.44 -11.96
"12662" 1985 9 9 -8.79 -16.66 -14.01 -11.79
"12663" 1985 9 10 -8.94 -16.74 -14.24 -11.92
"12664" 1985 9 11 -9.24 -17.26 -14.27 -12.1
"12665" 1985 9 12 -9.49 -18.81 -15.06 -12.65
"12666" 1985 9 13 -9.5 -18.7 -15.24 -12.56
"12667" 1985 9 14 -9.51 -18.41 -15.18 -12.67
"12668" 1985 9 15 -9.52 -18.29 -15.14 -13
"12669" 1985 9 16 -9.52 -18.28 -15.12 -13.03
"12670" 1985 9 17 -9.52 -18.19 -15.03 -13.03
"12671" 1985 9 18 -9.41 -17.99 -14.84 -13.01
"12672" 1985 9 19 -9.07 -17.59 -14.43 -12.95
"12673" 1985 9 20 -8.52 -17.6 -14.5 -12.91
"12674" 1985 9 21 -8.33 -18.64 -14.4 -12.79
"12675" 1985 9 22 -8.43 -19.11 -14.44 -12.6
"12676" 1985 9 23 -8.31 -19.03 -14.39 -12.62
"12677" 1985 9 24 -8.16 -18.75 -14.11 -12.62
"12678" 1985 9 25 -8.18 -18.41 -13.81 -12.57
"12679" 1985 9 26 -8.23 -18.26 -13.75 -12.26
"12680" 1985 9 27 -8.28 -18.24 -13.74 -12.2
"12681" 1985 9 28 -8.29 -18.22 -13.64 -11.91
"12682" 1985 9 29 -8.46 -18.2 -13.65 -12.54
"12683" 1985 9 30 -9.66 -18.17 -13.66 -13.07
"12684" 1985 10 1 -12.78 -20.53 -13.85 -20.32
"12685" 1985 10 2 -11.76 -19.12 -14.52 -20.84
"12686" 1985 10 3 -12.32 -16.94 -14.34 -16.51
"12687" 1985 10 4 -12.32 -17.46 -14.93 -15.92
"12688" 1985 10 5 -11.84 -17.22 -14.7 -16.01
"12689" 1985 10 6 -13.02 -14.51 -13.14 -14.24
"12690" 1985 10 7 -13.11 -15.24 -13.93 -12.07
"12691" 1985 10 8 -13.1 -16.5 -14.4 -12.29
"12692" 1985 10 9 -12.45 -17.32 -14.7 -12.98
"12693" 1985 10 10 -12.59 -17.93 -15.54 -16.96
"12694" 1985 10 11 -12.8 -17.9 -15.94 -17.43
"12695" 1985 10 12 -12.83 -17.88 -16 -17.3
"12696" 1985 10 13 -12.74 -17.84 -16.02 -17.19
"12697" 1985 10 14 -12.63 -18.37 -16.45 -17.15
"12698" 1985 10 15 -12.69 -18.34 -16.36 -17.1
"12699" 1985 10 16 -13.04 -19.27 -16.98 -16.85
"12700" 1985 10 17 -13.22 -20.17 -17.53 -16.83
"12701" 1985 10 18 -13.1 -20.15 -17.56 -17.12
"12702" 1985 10 19 -12.98 -20.25 -17.65 -17.6
"12703" 1985 10 20 -13.01 -20.66 -18.03 -17.97
"12704" 1985 10 21 -13.04 -20.67 -18.25 -17.9
"12705" 1985 10 22 -13.04 -20.61 -18.32 -17.88
"12706" 1985 10 23 -13.04 -20.56 -18.28 -17.88
"12707" 1985 10 24 -12.83 -20.52 -18.25 -17.88
"12708" 1985 10 25 -12.77 -19.78 -17.93 -17.71
"12709" 1985 10 26 -12.82 -20.31 -18.5 -17.34
"12710" 1985 10 27 -12.89 -20.57 -18.64 -17.51
"12711" 1985 10 28 -13.02 -20.72 -19.06 -17.66
"12712" 1985 10 29 -13.01 -20.73 -19.15 -18.15
"12713" 1985 10 30 -12.97 -20.72 -19.15 -18.32
"12714" 1985 10 31 -12.96 -20.71 -19.15 -18.33
"12715" 1985 11 1 -13.54 -14.89 -15.54 -12.57
"12716" 1985 11 2 -14.58 -14.96 -13.58 -9.5
"12717" 1985 11 3 -12.45 -13.53 -12.48 -9.31
"12718" 1985 11 4 -13.44 -13.22 -12.42 -9.34
"12719" 1985 11 5 -15.91 -21.87 -14.51 -9.36
"12720" 1985 11 6 -16.18 -27.66 -19.4 -9.89
"12721" 1985 11 7 -16.52 -26.83 -20.11 -10.07
"12722" 1985 11 8 -18.95 -25.59 -19.88 -11.65
"12723" 1985 11 9 -19.47 -26.21 -21.26 -13.42
"12724" 1985 11 10 -19.46 -26.1 -21.22 -14.67
"12725" 1985 11 11 -19.46 -25.95 -21.18 -14.71
"12726" 1985 11 12 -19.51 -25.84 -21.15 -14.73
"12727" 1985 11 13 -19.4 -25.88 -21.34 -15.28
"12728" 1985 11 14 -19.28 -25.84 -21.48 -15.68
"12729" 1985 11 15 -19.28 -25.78 -21.74 -15.74
"12730" 1985 11 16 -19.28 -25.55 -21.65 -15.78
"12731" 1985 11 17 -19.08 -25.48 -21.67 -15.82
"12732" 1985 11 18 -18.97 -25.46 -21.75 -15.92
"12733" 1985 11 19 -18.48 -25.31 -21.75 -16.01
"12734" 1985 11 20 -17.32 -25.09 -21.17 -16.15
"12735" 1985 11 21 -16.77 -24.34 -19.61 -16.38
"12736" 1985 11 22 -16.76 -23.95 -19.64 -16.58
"12737" 1985 11 23 -16.86 -23.88 -19.64 -16.47
"12738" 1985 11 24 -16.89 -23.85 -19.64 -16.4
"12739" 1985 11 25 -16.92 -23.96 -19.65 -16.44
"12740" 1985 11 26 -16.93 -24.19 -19.66 -16.53
"12741" 1985 11 27 -16.93 -24.15 -19.71 -16.59
"12742" 1985 11 28 -16.92 -24.23 -19.82 -16.69
"12743" 1985 11 29 -17 -24.24 -19.83 -16.42
"12744" 1985 11 30 -17.07 -24.23 -19.87 -16.14
"12745" 1985 12 1 -27.04 -23.3 -28.32 -12.71
"12746" 1985 12 2 -25.86 -24.63 -30.1 -24.73
"12747" 1985 12 3 -26.64 -33.51 -27.07 -22.43
"12748" 1985 12 4 -26.64 -33.56 -27.43 -21.25
"12749" 1985 12 5 -26.67 -33.26 -27.41 -21.26
"12750" 1985 12 6 -26.78 -33.15 -27.47 -21.3
"12751" 1985 12 7 -26.79 -31.13 -27.42 -21.6
"12752" 1985 12 8 -26.74 -28.34 -26.97 -21.78
"12753" 1985 12 9 -26.71 -27.74 -26.8 -21.29
"12754" 1985 12 10 -26.71 -27.72 -26.8 -21.3
"12755" 1985 12 11 -26.74 -27.75 -26.8 -21.16
"12756" 1985 12 12 -26.72 -27.79 -26.85 -21.11
"12757" 1985 12 13 -26.69 -27.83 -26.89 -21.16
"12758" 1985 12 14 -26.69 -27.94 -26.99 -21.18
"12759" 1985 12 15 -26.77 -28.07 -27.14 -21.54
"12760" 1985 12 16 -26.9 -28.11 -27.22 -21.56
"12761" 1985 12 17 -26.95 -28.63 -27.24 -21.61
"12762" 1985 12 18 -26.97 -29.1 -27.25 -21.64
"12763" 1985 12 19 -27.01 -29.15 -27.34 -21.68
"12764" 1985 12 20 -27.02 -29.02 -27.36 -21.73
"12765" 1985 12 21 -27.05 -29.01 -27.36 -21.72
"12766" 1985 12 22 -27.17 -29.01 -27.36 -21.73
"12767" 1985 12 23 -27.81 -29.23 -27.66 -21.74
"12768" 1985 12 24 -27.86 -29.85 -28.3 -21.9
"12769" 1985 12 25 -27.92 -30.55 -28.98 -22.02
"12770" 1985 12 26 -27.95 -30.91 -29.65 -20.41
"12771" 1985 12 27 -28.04 -30.98 -29.8 -19.87
"12772" 1985 12 28 -28.17 -31.17 -29.95 -19.96
"12773" 1985 12 29 -28.25 -31.26 -30.01 -20.13
"12774" 1985 12 30 -28.32 -31.3 -30.07 -20.15
"12775" 1985 12 31 -28.37 -31.39 -30.21 -20.18
"12776" 1986 1 1 -30.57 -35.98 -32.4 -23.67
"12777" 1986 1 2 -30.83 -35.71 -33.33 -21.99
"12778" 1986 1 3 -30.84 -35.83 -33.89 -22.2
"12779" 1986 1 4 -30.69 -35.68 -33.99 -22.89
"12780" 1986 1 5 -36.1 -35.16 -34.03 -25.8
"12781" 1986 1 6 -37.88 -35.83 -35.91 -24.78
"12782" 1986 1 7 -38.22 -31.17 -31.31 -24.48
"12783" 1986 1 8 -38.06 -29.82 -30.41 -23.94
"12784" 1986 1 9 -33.4 -31.02 -31.81 -23.84
"12785" 1986 1 10 -29.3 -31.25 -32.09 -24
"12786" 1986 1 11 -29.19 -31.31 -32.11 -24.18
"12787" 1986 1 12 -27.71 -31.42 -32.19 -24.18
"12788" 1986 1 13 -26.62 -31.47 -32.86 -24.36
"12789" 1986 1 14 -26.62 -31.51 -32.91 -24.25
"12790" 1986 1 15 -26.64 -32.81 -33.11 -23.75
"12791" 1986 1 16 -26.65 -33.72 -33.23 -23.86
"12792" 1986 1 17 -26.33 -33.66 -32.95 -23.88
"12793" 1986 1 18 -25.54 -31.03 -30.5 -23.84
"12794" 1986 1 19 -25.42 -29.6 -29.98 -23.8
